DATA,DESCRIÇÃO,Precipitação,Umidade,Vento,Temperatura
2023-07-12,Jantar,0.0,45.0,2.4,24.45
2023-07-13,Almoço,0.0,62.833333333333336,2.6666666666666665,18.316666666666666
2023-07-13,Jantar,0.0,44.5,5.133333333333333,24.299999999999997
2023-07-14,Almoço,0.25,92.0,3.1333333333333333,11.166666666666666
2023-07-14,Jantar,0.0,61.833333333333336,2.6666666666666665,15.433333333333332
2023-07-15,Almoço,0.0,84.0,2.9999999999999996,7.95
2023-07-15,Jantar,0.0,62.5,3.466666666666667,16.849999999999998
2023-07-16,Almoço,0.0,89.66666666666667,2.0,12.766666666666666
2023-07-16,Jantar,0.0,68.0,2.3333333333333335,19.616666666666667
2023-07-17,Almoço,0.0,89.66666666666667,1.3333333333333333,15.183333333333332
2023-07-17,Jantar,0.0,59.0,1.8,23.083333333333332
2023-07-18,Almoço,0.0,78.0,0.8000000000000002,16.916666666666664
2023-07-18,Jantar,0.0,50.166666666666664,1.7333333333333332,24.316666666666663
2023-07-19,Almoço,0.16666666666666666,90.0,2.8666666666666667,15.25
2023-07-19,Jantar,0.0,65.83333333333333,3.0,21.349999999999998
2023-07-20,Almoço,0.0,86.66666666666667,4.133333333333333,14.33333333333333
2023-07-20,Jantar,0.0,58.833333333333336,5.466666666666666,20.866666666666664
2023-07-21,Almoço,0.0,92.33333333333333,3.4666666666666663,13.266666666666667
2023-07-21,Jantar,0.0,64.66666666666667,3.933333333333334,19.7
2023-07-22,Almoço,0.0,93.83333333333333,3.266666666666667,12.35
2023-07-22,Jantar,0.0,67.66666666666667,3.6666666666666665,18.21666666666667
2023-07-23,Almoço,0.0,86.5,2.8666666666666667,12.049999999999999
2023-07-23,Jantar,0.0,55.166666666666664,2.4,20.8
2023-07-24,Almoço,0.0,81.83333333333333,2.5333333333333337,13.4
2023-07-24,Jantar,0.0,64.16666666666667,2.6666666666666665,21.166666666666668
2023-07-25,Almoço,0.0,89.33333333333333,2.266666666666667,14.866666666666665
2023-07-25,Jantar,0.0,63.166666666666664,2.533333333333333,21.366666666666664
2023-07-26,Almoço,0.0,83.5,2.4,13.649999999999999
2023-07-26,Jantar,0.0,53.666666666666664,2.333333333333333,22.05
2023-07-27,Almoço,0.0,83.83333333333333,1.8666666666666665,13.65
2023-07-27,Jantar,0.0,57.333333333333336,2.733333333333333,22.05
2023-07-28,Almoço,0.0,80.66666666666667,2.9333333333333336,14.866666666666667
2023-07-28,Jantar,0.0,57.5,2.733333333333334,22.849999999999998
2023-07-29,Almoço,0.0,91.33333333333333,1.2,13.533333333333331
2023-07-29,Jantar,0.0,53.5,1.2,22.71666666666667
2023-07-30,Almoço,0.0,91.33333333333333,3.1999999999999993,13.266666666666667
2023-07-30,Jantar,0.0,65.5,2.5333333333333328,19.75
2023-07-31,Almoço,0.0,91.33333333333333,2.4,13.566666666666668
2023-07-31,Jantar,0.0,65.33333333333333,1.6666666666666667,19.933333333333334
2023-08-01,Almoço,0.0,93.66666666666667,1.4666666666666666,12.100000000000001
2023-08-01,Jantar,0.0,52.5,1.5333333333333334,22.400000000000002
2023-08-02,Almoço,0.0,82.66666666666667,2.4,13.416666666666666
2023-08-02,Jantar,0.0,52.833333333333336,1.7999999999999998,22.166666666666668
2023-08-03,Almoço,0.0,83.16666666666667,1.5333333333333332,12.366666666666667
2023-08-03,Jantar,0.0,40.666666666666664,1.1333333333333335,23.75
2023-08-04,Almoço,0.0,87.0,1.5333333333333332,12.083333333333334
2023-08-04,Jantar,0.0,43.333333333333336,2.266666666666666,23.650000000000002
2023-08-05,Almoço,0.0,83.0,1.4666666666666668,13.083333333333334
2023-08-05,Jantar,0.0,41.0,1.4000000000000001,24.05
2023-08-06,Almoço,0.0,71.83333333333333,3.466666666666667,14.683333333333332
2023-08-06,Jantar,0.0,47.833333333333336,3.4000000000000004,23.53333333333333
2023-08-07,Almoço,0.0,72.83333333333333,2.1333333333333333,14.399999999999999
2023-08-07,Jantar,0.0,40.166666666666664,2.0,24.38333333333333
2023-08-08,Almoço,0.0,74.66666666666667,2.4000000000000004,14.666666666666666
2023-08-08,Jantar,0.0,44.5,2.733333333333333,24.866666666666664
2023-08-09,Almoço,0.0,85.66666666666667,4.933333333333334,15.616666666666665
2023-08-09,Jantar,0.0,56.666666666666664,6.066666666666666,22.099999999999998
2023-08-10,Almoço,0.0,87.33333333333333,3.6666666666666665,15.116666666666667
2023-08-10,Jantar,0.0,55.833333333333336,4.266666666666667,22.849999999999998
2023-08-11,Almoço,0.0,78.33333333333333,2.1333333333333333,16.099999999999998
2023-08-11,Jantar,0.0,45.833333333333336,2.6666666666666665,25.133333333333336
2023-08-12,Almoço,0.0,78.5,1.6666666666666667,15.350000000000001
2023-08-12,Jantar,0.0,43.333333333333336,1.7999999999999998,25.916666666666668
2023-08-13,Almoço,0.0,84.66666666666667,2.4,16.133333333333333
2023-08-13,Jantar,0.0,53.166666666666664,2.3333333333333335,23.450000000000003
2023-08-14,Almoço,0.0,82.66666666666667,3.733333333333333,16.05
2023-08-14,Jantar,0.0,59.5,2.9333333333333336,22.833333333333332
2023-08-15,Almoço,0.0,83.33333333333333,3.0666666666666664,16.900000000000002
2023-08-15,Jantar,0.0,60.5,3.466666666666667,22.683333333333334
2023-08-16,Almoço,0.0,90.0,3.266666666666666,16.416666666666668
2023-08-16,Jantar,0.0,60.0,4.133333333333334,22.166666666666668
2023-08-17,Almoço,0.0,86.66666666666667,2.9333333333333336,15.799999999999999
2023-08-17,Jantar,0.0,52.333333333333336,3.733333333333334,23.350000000000005
2023-08-18,Almoço,0.0,79.83333333333333,1.8,16.05
2023-08-18,Jantar,0.0,43.166666666666664,3.0,24.983333333333334
2023-08-19,Almoço,0.0,69.16666666666667,2.5333333333333337,18.03333333333333
2023-08-19,Jantar,0.0,45.5,3.733333333333333,23.833333333333332
2023-08-20,Almoço,0.3333333333333333,86.5,1.3333333333333333,14.133333333333335
2023-08-20,Jantar,0.7916666666666666,67.0,1.6666666666666667,18.46666666666667
2023-08-21,Almoço,0.0,95.16666666666667,0.9333333333333332,13.766666666666667
2023-08-21,Jantar,0.0,55.0,2.733333333333334,22.166666666666668
2023-08-22,Almoço,0.0,86.16666666666667,1.4666666666666668,13.783333333333331
2023-08-22,Jantar,0.0,43.833333333333336,2.4,24.933333333333337
2023-08-23,Almoço,0.0,71.33333333333333,1.3333333333333333,15.666666666666666
2023-08-23,Jantar,0.0,27.0,3.0,28.700000000000003
2023-08-24,Almoço,0.0,60.0,1.5333333333333332,18.28333333333333
2023-08-24,Jantar,0.0,28.166666666666668,3.9333333333333336,29.516666666666666
2023-08-25,Almoço,0.0,71.16666666666667,1.9333333333333333,18.950000000000003
2023-08-25,Jantar,0.0,39.333333333333336,4.3999999999999995,27.71666666666667
2023-08-26,Almoço,0.0,89.33333333333333,1.2000000000000002,16.849999999999998
2023-08-26,Jantar,0.16666666666666666,64.16666666666667,1.9999999999999998,22.833333333333332
2023-08-27,Almoço,0.4166666666666667,93.0,3.5333333333333328,14.316666666666668
2023-08-27,Jantar,0.4166666666666667,88.33333333333333,3.733333333333333,15.433333333333335
2023-08-28,Almoço,0.0,93.0,3.4,13.033333333333331
2023-08-28,Jantar,0.0,82.0,2.8666666666666667,16.46666666666667
2023-08-29,Almoço,0.0,92.0,3.2000000000000006,14.083333333333334
2023-08-29,Jantar,0.0,81.5,1.9999999999999998,18.1
2023-08-30,Almoço,0.0,96.33333333333333,1.8,14.983333333333334
2023-08-30,Jantar,0.0,65.0,1.8666666666666665,22.3
2023-08-31,Almoço,0.4166666666666667,82.83333333333333,1.866666666666667,14.950000000000001
2023-08-31,Jantar,1.0416666666666667,57.333333333333336,1.5333333333333332,22.666666666666668
2023-09-01,Almoço,0.0,86.66666666666667,3.733333333333333,15.683333333333332
2023-09-01,Jantar,0.0,58.666666666666664,4.133333333333334,23.71666666666667
2023-09-02,Almoço,0.0,88.0,3.8666666666666667,18.450000000000003
2023-09-02,Jantar,0.0,58.5,4.733333333333333,25.5
2023-09-03,Almoço,2.2083333333333335,91.0,1.866666666666667,19.35
2023-09-03,Jantar,0.0,63.833333333333336,2.6,25.933333333333337
2023-09-04,Almoço,0.0,84.83333333333333,1.6666666666666667,20.3
2023-09-04,Jantar,0.0,53.833333333333336,2.8000000000000003,27.716666666666665
2023-09-05,Almoço,0.08333333333333333,81.33333333333333,0.9333333333333332,21.116666666666664
2023-09-05,Jantar,0.0,71.66666666666667,1.866666666666667,24.13333333333333
2023-09-06,Almoço,0.0,92.5,3.3333333333333335,19.016666666666666
2023-09-06,Jantar,0.0,62.0,4.466666666666666,24.416666666666668
2023-09-07,Almoço,0.0,82.66666666666667,5.066666666666666,16.28333333333333
2023-09-07,Jantar,0.0,57.333333333333336,5.866666666666667,22.333333333333332
2023-09-08,Almoço,0.0,90.0,3.466666666666667,15.416666666666666
2023-09-08,Jantar,0.0,52.0,4.266666666666667,24.083333333333332
2023-09-09,Almoço,0.0,76.0,2.4666666666666663,16.966666666666665
2023-09-09,Jantar,0.0,45.166666666666664,1.9999999999999998,25.0
2023-09-10,Almoço,0.0,87.5,1.5333333333333334,16.3
2023-09-10,Jantar,0.0,47.0,2.8000000000000003,25.066666666666666
2023-09-11,Almoço,0.0,72.83333333333333,3.4000000000000004,16.616666666666667
2023-09-11,Jantar,0.0,42.833333333333336,4.000000000000001,24.883333333333336
2023-09-12,Almoço,0.0,74.5,3.0666666666666664,16.21666666666667
2023-09-12,Jantar,0.0,40.666666666666664,3.0,25.733333333333334
2023-09-13,Almoço,0.0,64.66666666666667,2.0,17.53333333333333
2023-09-13,Jantar,0.0,36.833333333333336,3.4000000000000004,28.016666666666666
2023-09-14,Almoço,0.0,69.83333333333333,2.1999999999999997,19.566666666666666
2023-09-14,Jantar,0.08333333333333333,50.666666666666664,4.333333333333333,25.13333333333333
2023-09-15,Almoço,0.0,91.33333333333333,1.5333333333333332,16.366666666666667
2023-09-15,Jantar,0.0,58.666666666666664,0.3333333333333333,22.533333333333335
2023-09-16,Almoço,0.0,89.0,4.2,15.85
2023-09-16,Jantar,0.0,57.666666666666664,3.6,24.566666666666666
2023-09-17,Almoço,0.0,81.5,2.6,18.933333333333334
2023-09-17,Jantar,0.0,48.666666666666664,1.7333333333333332,27.7
2023-09-18,Almoço,0.0,73.66666666666667,2.066666666666667,20.5
2023-09-18,Jantar,0.0,38.666666666666664,2.9333333333333336,27.833333333333332
2023-09-19,Almoço,0.0,60.5,2.0,18.633333333333336
2023-09-19,Jantar,0.0,31.5,2.8000000000000003,28.650000000000002
2023-09-20,Almoço,0.0,59.166666666666664,3.333333333333334,19.150000000000002
2023-09-20,Jantar,0.0,37.666666666666664,2.8000000000000003,28.46666666666667
2023-09-21,Almoço,0.0,63.166666666666664,3.266666666666667,19.633333333333336
2023-09-21,Jantar,0.0,41.0,3.266666666666666,27.466666666666665
2023-09-22,Almoço,0.0,65.83333333333333,2.6666666666666665,19.75
2023-09-22,Jantar,0.0,39.833333333333336,2.1333333333333333,28.53333333333333
2023-09-23,Almoço,0.0,73.16666666666667,1.6000000000000003,20.433333333333334
2023-09-23,Jantar,0.0,38.0,1.6666666666666663,30.183333333333337
2023-09-24,Almoço,0.0,64.5,2.1333333333333333,21.116666666666664
2023-09-24,Jantar,0.0,35.0,1.6666666666666667,31.400000000000002
2023-09-25,Almoço,0.0,67.16666666666667,1.4000000000000001,21.599999999999998
2023-09-25,Jantar,0.0,28.666666666666668,2.1333333333333333,33.199999999999996
2023-09-26,Almoço,0.0,64.0,3.4000000000000004,22.549999999999997
2023-09-26,Jantar,0.0,40.833333333333336,3.3333333333333335,31.48333333333333
2023-09-27,Almoço,0.08333333333333333,63.166666666666664,1.6666666666666667,24.216666666666665
2023-09-27,Jantar,2.2083333333333335,53.166666666666664,2.0,28.366666666666664
2023-09-28,Almoço,0.0,91.66666666666667,1.1333333333333333,20.55
2023-09-28,Jantar,0.08333333333333333,63.833333333333336,1.5999999999999999,26.233333333333338
2023-09-29,Almoço,0.0,84.0,4.066666666666666,16.966666666666665
2023-09-29,Jantar,0.0,59.166666666666664,3.066666666666667,23.916666666666668
2023-09-30,Almoço,0.0,82.66666666666667,3.6666666666666665,18.316666666666666
2023-09-30,Jantar,0.0,57.833333333333336,2.6,25.616666666666664
2023-10-01,Almoço,2.1666666666666665,89.0,1.3333333333333333,20.0
2023-10-01,Jantar,0.5,82.16666666666667,1.8,21.48333333333333
2023-10-02,Almoço,0.5833333333333334,94.66666666666667,1.0,19.633333333333336
2023-10-02,Jantar,0.08333333333333333,76.0,2.466666666666667,24.183333333333334
2023-10-03,Almoço,0.041666666666666664,93.5,1.0000000000000002,19.816666666666666
2023-10-03,Jantar,0.0,63.333333333333336,2.9333333333333336,27.150000000000002
